receiver_id,pair_id,direction,split,history_regime,y_boundary,vy_boundary,x_boundary,vx_boundary,gravity_true,aligned_color,conflict_color,gravity_hat_aligned,gravity_hat_conflict,recovery_denominator,aligned_valid,conflict_valid,aligned_video_path,conflict_video_path,aligned_input_video_sha256,conflict_input_video_sha256,generation_seed
eval_50095_low,eval_50095_low,low,train,hist32,0.65,0.0,0.5,0.0,0.014056197202487321,red,blue,0.013941863983291924,0.01869353883083034,-0.004751674847538417,True,True,source:eval_50095_low_aligned.mp4,source:eval_50095_low_conflict.mp4,5aa7fd2d936af16f3d4c49523ddd756a3e2c3ae75877e61d9469ed112db83a4a,f338461e0eab5e2be9172381eabf737bd7a3d75a15b24c0f4e182621e76d4246,17050095
eval_50232_high,eval_50232_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06679261490450204,blue,red,0.06557478532088985,0.044435273067088846,0.021139512253801007,True,True,source:eval_50232_high_aligned.mp4,source:eval_50232_high_conflict.mp4,8901f2d8a42ef1bd0efc842bbaf9e8291ea96b97a6d1553d5d6851cbb07105af,d30cd0250323ba718af70469d9476723c863a71674a130d5107ebb4764b98f06,17050232
eval_50167_high,eval_50167_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06513486086877031,blue,red,0.06480429765089112,0.04284293969630316,0.021961357954587958,True,True,source:eval_50167_high_aligned.mp4,source:eval_50167_high_conflict.mp4,32f584b62baaed4c416e5d7898beeaaf9351c114193a3c6171713f4934bf770c,b582dc86842bdd5f323d7ca9557f79989e512dbb1b750ba9fa8b376007f5c60f,17050167
eval_50090_high,eval_50090_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06605962062435757,blue,red,0.06554163836606282,0.04384812553149915,0.021693512834563666,True,True,source:eval_50090_high_aligned.mp4,source:eval_50090_high_conflict.mp4,bf128aee10fc442a0f82db7542d2447a0e74ee8afe12fe9c49380e00dccd46fd,db2481d279d4bc7f769c0675afd3b6cce7d6fad3c11a43df637858b7de6b515c,17050090
eval_50241_high,eval_50241_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06633662740069313,blue,red,0.06676789510488826,0.04431635237161109,0.022451542733277166,True,True,source:eval_50241_high_aligned.mp4,source:eval_50241_high_conflict.mp4,ec0b533f0b63bf91ad6c8c069e2a7adbe28b15ef4cec0a15307d6c848dbd80b2,e14667334941e3001f2e76047026586b1a222b6503863d1a778f5ccee870f895,17050241
eval_50109_high,eval_50109_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06580264701000049,blue,red,0.06498294558342321,0.043814237386552546,0.021168708196870667,True,True,source:eval_50109_high_aligned.mp4,source:eval_50109_high_conflict.mp4,a5741b6124a480ff3bfe01f81f4a5601829fabfd413c21f444e139d03b910168,c6fd1558eee328f856b956a5c33849a3c2ec3bc63f350315671a908389267a15,17050109
eval_50261_high,eval_50261_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06645886878199246,blue,red,0.06520221574624219,0.04466946726420603,0.020532748482036157,True,True,source:eval_50261_high_aligned.mp4,source:eval_50261_high_conflict.mp4,1387336c60bc9ad977a418f3e5e9d61a63e3e598ff434e7dde8c630dd4e95ba9,508c4306531fb42525c5c4c154939ef5c793c001bc07353e71f4075fff48ae92,17050261
eval_50195_high,eval_50195_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06620475074383063,blue,red,0.0662713550123928,0.04442839757113038,0.02184295744126242,True,True,source:eval_50195_high_aligned.mp4,source:eval_50195_high_conflict.mp4,bc876fb417bdcb4af3c77cdd26b7eb03176cdb6cba915d6e38bbe289d2b4cfb3,f5d1ca2176682a9916b08ccd98d94928b2b662f6d34473bb372e41fbee88220a,17050195
eval_50124_high,eval_50124_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06621672712945674,blue,red,0.06589035277939922,0.0445274586570919,0.021362894122307324,True,True,source:eval_50124_high_aligned.mp4,source:eval_50124_high_conflict.mp4,f031e366fcbb3e20673526a5829ca745c8c020555d26ed81e0f8e5dda0ffd96b,a5626e58ab969b8b98213636c08e81754a67e483c4612f687a364ec05869638e,17050124
eval_50230_high,eval_50230_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06619606505783483,blue,red,0.0651828046177614,0.0445344262335282,0.020648378384233196,True,True,source:eval_50230_high_aligned.mp4,source:eval_50230_high_conflict.mp4,fa163f75ba459caf432481c46d55ef9007f9321d5518f0a054ed12af447e7e24,3ac41242c5041ed838e73efe50ecc4856e19bf5058d88f8b4d10c2b3b2b7d720,17050230
eval_50119_high,eval_50119_high,high,train,hist32,0.65,0.0,0.5,0.0,0.0653270328895529,blue,red,0.06461501012013023,0.04368172653812717,0.020933283582003054,True,True,source:eval_50119_high_aligned.mp4,source:eval_50119_high_conflict.mp4,92b229a9e1f8a4ced3b19934a8e256ea16f2b7fbc082577270baf23dfb57dc18,3177561c571ec100dd659be8929aa4164030d8b49699041ebbbd74c76e60ee6b,17050119
eval_50015_high,eval_50015_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06669411667584542,blue,red,0.06648457895058407,0.0450669857995652,0.02141759315101887,True,True,source:eval_50015_high_aligned.mp4,source:eval_50015_high_conflict.mp4,597aab801570832e251aad3ce72463c911b83cc0ad21ff5ad9b600e06578e3a1,fa677aaf0bac6b2d7b47453c975a3f1909a6991fc69697f9c12448acb5b41f8b,17050015
eval_50276_high,eval_50276_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06560982400699188,blue,red,0.06584968180532542,0.04405186347690187,0.021797818328423556,True,True,source:eval_50276_high_aligned.mp4,source:eval_50276_high_conflict.mp4,4c251092b130656a10d2f238b55a5bfea9ab2c0e88a37eac463050bcf1be9abe,895bd63f004c9b36eacdc8782e062d416609f7a2bb59725182522ed3f98e39d0,17050276
eval_50016_high,eval_50016_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06640241906099656,blue,red,0.06579045670406226,0.04484699642376828,0.020943460280293986,True,True,source:eval_50016_high_aligned.mp4,source:eval_50016_high_conflict.mp4,14b2538a2c3ff187cdc6cf10c0d235ce52c693acf1eae7a5203ed64f92c865f8,86c4f869d45124fe009fc93e646e1486121fdea981ac0983f43af89eeb5591f1,17050016
eval_50188_high,eval_50188_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06552714237257962,blue,red,0.06603820940114745,0.044015600467994014,0.022022608933153436,True,True,source:eval_50188_high_aligned.mp4,source:eval_50188_high_conflict.mp4,3efdc6f76bc15df56dec90a641750213167d422a9b1bd2a14a2446d41e01cfca,12548855e7ef75299acdaa9421d969d449e06b7f1e9f4f153a9f00cf7e3ec294,17050188
eval_50174_high,eval_50174_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06613834481520009,blue,red,0.06584491433247806,0.04466151116231393,0.021183403170164136,True,True,source:eval_50174_high_aligned.mp4,source:eval_50174_high_conflict.mp4,7e9674b8247e7ea9e9801a10c916f7665dc935a8369e4bdf24f053c7ae121874,0ef1860f76648eea3ed172dce9c3859178aa9ee40bef57543249c7354382573e,17050174
eval_50097_high,eval_50097_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06695300996135099,blue,red,0.06591974524422596,0.045494863408235754,0.020424881835990207,True,True,source:eval_50097_high_aligned.mp4,source:eval_50097_high_conflict.mp4,2042c9d98eb591f65bd33323fe65a8895004ff16e0d592f797c36d77cfc3c618,b0561268a93f786ec55876c9866c6d17c07ee96a94d96fefc4836693efbea7eb,17050097
eval_50314_high,eval_50314_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06665965524373195,blue,red,0.06579457296586205,0.04528596874768661,0.020508604218175443,True,True,source:eval_50314_high_aligned.mp4,source:eval_50314_high_conflict.mp4,e3baa614db5224fd8345b4d02f743c973d9557356deb75b2cc26334f7d279ee7,8ac422483b150153cccd89cc18a77c43cddc67b2d05674e18aedebd37689b4d0,17050314
eval_50186_high,eval_50186_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06658986643593846,blue,red,0.0658446948553494,0.04525632433355337,0.020588370521796025,True,True,source:eval_50186_high_aligned.mp4,source:eval_50186_high_conflict.mp4,fb8b82b17b1dc4d4afebb1f46a3756ab09dde4b1ae9725138a68ed254cffa9d6,580ef95f5ccc52cb80a92843d526396b9832ee1c43fab6ab0cf855b40e102642,17050186
eval_50001_high,eval_50001_high,high,train,hist32,0.65,0.0,0.5,0.0,0.0647655897226971,blue,red,0.06423034044593043,0.04343978090784923,0.020790559538081198,True,True,source:eval_50001_high_aligned.mp4,source:eval_50001_high_conflict.mp4,e3414ea90b23bd0ebe0d2feacc641576c87f1a85c0795c5463370f2927b9d6a9,32a98e7f4cb2df3ce2d89ccd87537dcee044fab193885d9157a18f17a1076621,17050001
eval_50101_high,eval_50101_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06469713758472403,blue,red,0.06491845438529864,0.043423260898606444,0.021495193486692196,True,True,source:eval_50101_high_aligned.mp4,source:eval_50101_high_conflict.mp4,e9daef91cb23a8ef56e0bb2b255e61fa7be8df924c1d31a2f97eb6a76f126752,88b208d20f46b2cf46a22e1613499f3ef2e6aa1d158479db9e896e328ade316c,17050101
eval_50196_high,eval_50196_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06643167910250003,blue,red,0.06557097642182157,0.04516263381083588,0.02040834261098569,True,True,source:eval_50196_high_aligned.mp4,source:eval_50196_high_conflict.mp4,27adc886547a2eafe9b1d715da10c7190969268fbd01093cbe486d4007fe25db,774c847e8c1e61bf16ef97134f553e96c66e32b8e6d41bff602255bb64b1e3a6,17050196
eval_50307_high,eval_50307_high,high,train,hist32,0.65,0.0,0.5,0.0,0.0656527847139986,blue,red,0.06550346963325741,0.044463731923715985,0.02103973770954143,True,True,source:eval_50307_high_aligned.mp4,source:eval_50307_high_conflict.mp4,6b8e112c118fe773199f4133a4191c94daa5e74cee33fd0a70bab0612a00c889,73a6232fee322852bffa7d598fc399c263462d8115c4cf05681c56cbc85660e8,17050307
eval_50115_high,eval_50115_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06521975927623197,blue,red,0.06408591633102229,0.044031976809948845,0.02005393952107344,True,True,source:eval_50115_high_aligned.mp4,source:eval_50115_high_conflict.mp4,0d9dc8cb20def6658a756111e079a7bec0b7bdcc944836987606846de338a572,9eaaafbdaf4c6b1b62b584e466ac9f73f837f309c2fdfd9d6715a86d68fb6ea8,17050115
eval_50280_high,eval_50280_high,high,train,hist32,0.65,0.0,0.5,0.0,0.0660343314613897,blue,red,0.06493122080365771,0.04484817524526859,0.02008304555838912,True,True,source:eval_50280_high_aligned.mp4,source:eval_50280_high_conflict.mp4,389c3dac6a862a743ce89b955122daadf993f1645cc1b474644bf562fc86b121,d7f8281c9af632f4c08aab01650a365da556bd1a905bc0cb4333f15c1008bc0d,17050280
eval_50229_high,eval_50229_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06674962811774324,blue,red,0.06605441910966957,0.04563564375197942,0.02041877535769015,True,True,source:eval_50229_high_aligned.mp4,source:eval_50229_high_conflict.mp4,6f61a2d806dee24de6c884c3a660028f6fb05da735d6b8e6041df004a68f0860,572227f71c3c9b460c4bad2bf9fe056fc72e3f068a48501d9ec36cb6f1ad4521,17050229
eval_50076_high,eval_50076_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06567481243204965,blue,red,0.06429090713689196,0.044587682366255356,0.01970322477063661,True,True,source:eval_50076_high_aligned.mp4,source:eval_50076_high_conflict.mp4,e26841f38297f83ed95161e9ff39fbb011549f8612fc3b1e4979357517091792,0b459c774a089e1eb58c4186d11474722d2cd7785361fbeee1846bf16753c077,17050076
eval_50169_high,eval_50169_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06461911179078858,blue,red,0.06420748266933733,0.04354035044134497,0.02066713222799236,True,True,source:eval_50169_high_aligned.mp4,source:eval_50169_high_conflict.mp4,1689d7c0fd469ae0a79814bef998cd5572d0ac86afc4bec86ac60f3f85a0b735,d3ac6c6942e2c90d582b79c4cb0030c35ed765ddc331fb2e3fc4a329a3f0213f,17050169
eval_50244_high,eval_50244_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06457142905837937,blue,red,0.06472904718348733,0.043515564406486414,0.02121348277700092,True,True,source:eval_50244_high_aligned.mp4,source:eval_50244_high_conflict.mp4,86a2e1231a9aee0f6d38602cb9c9dbef49461739c85c411277b66d1d20b0cb43,26a479b7380d1b187e195bf68e3dedccf6cf9ac5d7005a0117f9fa6efb074c21,17050244
eval_50055_high,eval_50055_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06639095284066318,blue,red,0.0663863306202967,0.04536040236764643,0.021025928252650268,True,True,source:eval_50055_high_aligned.mp4,source:eval_50055_high_conflict.mp4,7fc84d239d1a48d867c0bb721c958897b4725d8f071a0c9eb79549e83478feef,d78f45c25940d11ad66b1763a5522c956541f9fd96fb9b3fd2106a3ce902ed67,17050055
eval_50282_high,eval_50282_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06640661819273552,blue,red,0.0657871150269394,0.04546000765234416,0.02032710737459524,True,True,source:eval_50282_high_aligned.mp4,source:eval_50282_high_conflict.mp4,f90e03f4c29093f7eaffcee79ec3ce2c78bafec42569fc5c9e18e8a96a7a7580,523b6a4c3d3dd0f46f3aa9e26b85dea654bb6919776a550aabb8756d34f48b19,17050282
eval_50006_high,eval_50006_high,high,train,hist32,0.65,0.0,0.5,0.0,0.0668358973637735,blue,red,0.06706056202760094,0.045893383508780514,0.021167178518820426,True,True,source:eval_50006_high_aligned.mp4,source:eval_50006_high_conflict.mp4,043b42c3f3c3b8e41e927fc922910ada16a854ba69635edebeb0824b4c86726c,543adb1f8fc18b1522ffab73283f49372c11889e36f77f2506cd6524f7cbe46c,17050006
eval_50149_high,eval_50149_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06568377280679624,blue,red,0.06569676175037098,0.0448454398202297,0.020851321930141282,True,True,source:eval_50149_high_aligned.mp4,source:eval_50149_high_conflict.mp4,b6487b90fa0c6b8fb918f3c256842bd914680a062b457ad0e3f4576934783443,67633f0df49a6bf73a5878cc1c96c56d0d117c36057125a1e5b5719bf9fef3ed,17050149
eval_50202_high,eval_50202_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06630311870730962,blue,red,0.06596711549946972,0.04549770426068501,0.020469411238784714,True,True,source:eval_50202_high_aligned.mp4,source:eval_50202_high_conflict.mp4,01195ef680f7fbb216d164594cf07b7451beeb4eff86c5a784118e778c90484f,b1909660ef573b96eb427b60ddc5c27e9ceab7e5d7bfcffc9f222ec0fbb513f8,17050202
eval_50014_high,eval_50014_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06461412859500178,blue,red,0.0649111250286957,0.04385402825832608,0.02105709677036962,True,True,source:eval_50014_high_aligned.mp4,source:eval_50014_high_conflict.mp4,6dcfe28a2867466dc0485cbefd5cfd75b9a03f77cfb23cafe54651191073a52b,309b7b1f032dddc51e7616939a341c6ce259b3ff90edb469524152fb14525f91,17050014
eval_50120_high,eval_50120_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06538017222884851,blue,red,0.06549110474644389,0.044658069523992,0.02083303522245189,True,True,source:eval_50120_high_aligned.mp4,source:eval_50120_high_conflict.mp4,c6495549f32f69b2941f21e40252bbf8a171d445ca7b412fed6d2c5081cb112d,a2f4754692ed8dc5304a63e0232a55e36e684b5b7ace52e065f7c4569f897a7c,17050120
eval_50073_high,eval_50073_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06509883693868776,blue,red,0.0652522673377784,0.04442093303796729,0.020831334299811113,True,True,source:eval_50073_high_aligned.mp4,source:eval_50073_high_conflict.mp4,d5e899c98ab32bede03ce44726912101b34c09c351cd578f23c36927dc62ad8f,51621bd3deda64b50a87fcef035d53d5d9863018db839bc6141818c9c3b1668f,17050073
eval_50003_high,eval_50003_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06533233898124247,blue,red,0.06421369918563438,0.04472196141257921,0.01949173777305517,True,True,source:eval_50003_high_aligned.mp4,source:eval_50003_high_conflict.mp4,a192ec7473089c1fd620d3063c5a61ff58c3aa1d467b4333fbe4d8a750857bc7,e82e75eb816eab4839edffaf22ccb83010fdb29ea10aaf5d9791333ff2e762a3,17050003
eval_50264_high,eval_50264_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06545430639035156,blue,red,0.0650555903287885,0.04486466774250909,0.020190922586279414,True,True,source:eval_50264_high_aligned.mp4,source:eval_50264_high_conflict.mp4,aac2933c333d7fe0937e03d38c5a80cfbceca8cfd3dc7ab6029bb5ad49a0f01a,03f4d561dd7b417756fd818657fa39741f8bcec460df11af1c1a573977778063,17050264
eval_50163_high,eval_50163_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06480414029130344,blue,red,0.06493265781975895,0.044222422565086086,0.02071023525467286,True,True,source:eval_50163_high_aligned.mp4,source:eval_50163_high_conflict.mp4,3f95f1ca567a15023a24ca9f119e235708b5346dfc83871144bcf47d4f656228,ebd2368d018507a5756588feae0b3f24c7de8ae5893cc3f44ae8d0953d1654bb,17050163
eval_50187_high,eval_50187_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06458603172283665,blue,red,0.06397846749776157,0.04405327682922396,0.019925190668537603,True,True,source:eval_50187_high_aligned.mp4,source:eval_50187_high_conflict.mp4,aac2a1bd6d70e49ac551695e9d406108965b3a03951817ffc48d223c9831523d,5859536cfbb833fbde493c5989156d97353ae1a7281ad0e79ddf9b7a82c7a3d9,17050187
eval_50035_high,eval_50035_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06239539571464667,blue,red,0.06241942170244177,0.04199763407530599,0.020421787627135778,True,True,source:eval_50035_high_aligned.mp4,source:eval_50035_high_conflict.mp4,b29caaeb1d6f0ee8bd37d5d1efd1ddcf0871b8d13c88eccaf7826727d5664c8d,a751ed5bb30868b9306b7992170637a7b8f1f04d2b8f66d8144c864b5af5d261,17050035
eval_50143_high,eval_50143_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06531368708892389,blue,red,0.06501050769424253,0.04495694817064788,0.020053559523594652,True,True,source:eval_50143_high_aligned.mp4,source:eval_50143_high_conflict.mp4,853a8e4ba02e11ffc365371a2145bf51db290f678ff4e7a06020551504444ad5,6eed12c5cbcef9b752a508039bb23134dd07fdff5473b6613d48c34b0604417d,17050143
eval_50038_high,eval_50038_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06492680178141044,blue,red,0.06420013772039576,0.04459219497539726,0.019607942744998504,True,True,source:eval_50038_high_aligned.mp4,source:eval_50038_high_conflict.mp4,2147320f8d7873e91999e54e6d15fa1cd0c27984605fab246628eab2630da19a,df8eeaa99d2ac45a2cf64daced5c794bb95a56ae9ffda2f8b18048244aa2360f,17050038
eval_50075_high,eval_50075_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06533152385043917,blue,red,0.06521394568828351,0.045029253521467354,0.020184692166816155,True,True,source:eval_50075_high_aligned.mp4,source:eval_50075_high_conflict.mp4,a3c29dbaddc2d19660fd0f6ad2ed81af48efb21ea9913432524c8c535a492451,66ca187f6b054103f479ce697b9decaa1e8f99c1021b93200eb6c2c502bb4c4c,17050075
eval_50301_high,eval_50301_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06688255651277687,blue,red,0.06649891624135643,0.0465813219944638,0.019917594246892628,True,True,source:eval_50301_high_aligned.mp4,source:eval_50301_high_conflict.mp4,cd17dc60359f790a79cbd82c62352bbda5d470dd86a47a44c3434da9ca459f6f,0a56ae84058db7f3b3ebe2d084b128c4bb4692e688ccb7dbd27ca45619c46768,17050301
eval_50122_high,eval_50122_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06572112249168846,blue,red,0.06603215462204166,0.04548321229484729,0.020548942327194376,True,True,source:eval_50122_high_aligned.mp4,source:eval_50122_high_conflict.mp4,616bea1be4c8195635241e62734f51d240bc1825c84c705925d31aa5fbdf8b29,6318468905a0b9d71d877d1c23fc030cbc785a05822b5ddfea416cd3edb5615e,17050122
eval_50208_high,eval_50208_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06468593721147188,blue,red,0.06484330308619708,0.04445437531014433,0.02038892777605275,True,True,source:eval_50208_high_aligned.mp4,source:eval_50208_high_conflict.mp4,ea874da62af05243e135b6df7ab8b716a0acc7fa7367d7692f69d80586175462,0f44686289f26e6b9a87e914f61151b08cff4ea86f7b49c41c9e46d80349512a,17050208
eval_50121_high,eval_50121_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06465023595618206,blue,red,0.064612771866213,0.04445332013113401,0.020159451735078993,True,True,source:eval_50121_high_aligned.mp4,source:eval_50121_high_conflict.mp4,3f26b36356dbdfe0b1bcf6beb1a22d3ee32ef536c135c2649ae4838aded9c3c7,0c02c273035fcbe98bbf2576e9749be218ce0434761b655d479b36f0275fca70,17050121
eval_50247_high,eval_50247_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06410924285595125,blue,red,0.06380902055331113,0.04394591296189809,0.019863107591413035,True,True,source:eval_50247_high_aligned.mp4,source:eval_50247_high_conflict.mp4,4dc887e1a016d57a530e123c6b0a18df11c077e2ce513d38b48640b5fd5339f0,e72bdd5dbfc081e4813791d7745270c53325811aa3adc8b76a1121126b48999f,17050247
eval_50199_high,eval_50199_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06359471908698018,blue,red,0.06326896529868191,0.043566481384938925,0.019702483913742984,True,True,source:eval_50199_high_aligned.mp4,source:eval_50199_high_conflict.mp4,f9aaecbfe90c42f829a572a59e7fdf997183e1add18fa76ef35116b351c11dbe,4b8819094ddf24a7ec0216382dac983bf9b87c3e313dbf7ca3597d3a20e038a5,17050199
eval_50216_high,eval_50216_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06462940503869435,blue,red,0.06459998055601249,0.04470961453760514,0.019890366018407345,True,True,source:eval_50216_high_aligned.mp4,source:eval_50216_high_conflict.mp4,28ed5ea1a0937eeb978a7619d604848f94270e8792406cc9a2f9c25b88e101a5,1a7cba9ab13423e31fd6bae17d4dd1183c1d3fa7c3d648b60e337f11b8c03066,17050216
eval_50259_high,eval_50259_high,high,train,hist32,0.65,0.0,0.5,0.0,0.0633245446146883,blue,red,0.06281064407822835,0.04347663403824875,0.0193340100399796,True,True,source:eval_50259_high_aligned.mp4,source:eval_50259_high_conflict.mp4,accc555f1d9c41d6eaa80ddfb23b789cd17281db5dc704c2557d32afc3dd3fe2,237f87649d97633aae238d4cbcbe46555fcf533589ce31b4c9f1afd614a7b02c,17050259
eval_50106_high,eval_50106_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06452919097333171,blue,red,0.06468748950413072,0.04471388171772714,0.019973607786403585,True,True,source:eval_50106_high_aligned.mp4,source:eval_50106_high_conflict.mp4,252c299bd5bdd20ae46a16cdb7d94d343516b80c502b2d683345a5117fd51bf5,a3a7c4aa32be76f55aed0a5c1f06febb2227e0e3a3b803cb4948c876697a3013,17050106
eval_50000_high,eval_50000_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06511387887451758,blue,red,0.06537975040105169,0.04551214046886443,0.01986760993218726,True,True,source:eval_50000_high_aligned.mp4,source:eval_50000_high_conflict.mp4,74d3b08528d368523fced23987cd8bc8416d94fb4936954f6f21875043a25803,a219db0eb865ccf47d71edcb51928622236fa3a12877b65eb5b3f6b508231f56,17050000
eval_50093_high,eval_50093_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06323874247208118,blue,red,0.06319719719025313,0.04372669097072398,0.01947050621952915,True,True,source:eval_50093_high_aligned.mp4,source:eval_50093_high_conflict.mp4,fe38231bbe1b541768ab8ae439dceb89cc51b2ada91e81b846a7d536efb52726,52a325adc7404321b8345bf238e4c2324d86292a2f7e6d7d39d7ca29dfc05f3e,17050093
eval_50092_high,eval_50092_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06337247545209575,blue,red,0.06299375206378395,0.04388418563791719,0.01910956642586676,True,True,source:eval_50092_high_aligned.mp4,source:eval_50092_high_conflict.mp4,e000f62e88bb9825d645c7b73dbda1269a6d131736dff0c079abc0f31b765a2e,eba37968520a53b36bd2ca495075156e6d474576de2e62674540668ebd328af5,17050092
eval_50039_high,eval_50039_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06307950006510864,blue,red,0.06327814204366201,0.04365775820790723,0.019620383835754783,True,True,source:eval_50039_high_aligned.mp4,source:eval_50039_high_conflict.mp4,302a0531f41b637fa105ed3ab477727c722c0dd1d806bd08a3c4f6ed7578f624,d1669a68f0d905411575f01d5022a33849fb8b5095154f57d30fb1008323441d,17050039
eval_50311_high,eval_50311_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.0634179998723445,blue,red,0.0633308975598246,0.04432851709989645,0.01900238045992815,True,True,source:eval_50311_high_aligned.mp4,source:eval_50311_high_conflict.mp4,02576aa4862a9d7b3d55af40f3d80bd1fcc05c002ac321b756a39df52b8b5df0,872ba220935eb9df96acc1a9381755bd674114ff4ae15b84fcc2bb453ba2f877,17050311
eval_50007_high,eval_50007_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.0611354978442743,blue,red,0.06107342772387357,0.04209568892337086,0.018977738800502714,True,True,source:eval_50007_high_aligned.mp4,source:eval_50007_high_conflict.mp4,f8e66932992949dee1e0fc1a3ea69f25ed637370ee4715826a4dac82fbbea3db,632eed0cb69eded38b660ce39a2960aef54c385e93c53c383f4e9877d94a1e1d,17050007
eval_50072_high,eval_50072_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06192391276905204,blue,red,0.061672979432633945,0.0428853601537799,0.018787619278854042,True,True,source:eval_50072_high_aligned.mp4,source:eval_50072_high_conflict.mp4,9a3e982bbb5021bf5475e5338e89d3000832d5cdd29825c127f26ff1d66bef2f,2219a4d788b9071f7578c5bca1b32967ce78daf26e83257b63c16964ac090eb8,17050072
eval_50185_high,eval_50185_high,high,heldout,hist32,0.65,0.0,0.5,0.0,0.06144111729752216,blue,red,0.06080518889109834,0.0424325459093662,0.018372642981732135,True,True,source:eval_50185_high_aligned.mp4,source:eval_50185_high_conflict.mp4,d9125152f2eef06fdf3b5d7f2f329307ce9c4929386b5c7082319930d2a93465,8bce11686edce8ac04fe3c4239ee14ba0c0863cbb7cc171446965bcf8907c2e3,17050185
eval_50213_high,eval_50213_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06064117267448391,blue,red,0.060884951831205646,0.041652574924228025,0.01923237690697762,True,True,source:eval_50213_high_aligned.mp4,source:eval_50213_high_conflict.mp4,aff22025d228fea79d9b1656c0f5299e0420f39af19a9b464babe4cd62ccd0d4,74d606cb5b1b117accdfcb50bc7992cd57ec415c4c17bd7326b9035ab3c18950,17050213
eval_50009_high,eval_50009_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06292371888632753,blue,red,0.06314309382393411,0.0439453853998427,0.019197708424091416,True,True,source:eval_50009_high_aligned.mp4,source:eval_50009_high_conflict.mp4,e84c9a9faa23b6a7139508e1458cce9f8878486203bca57757c08f60f3008176,bfaa1c4cbf3c2aad698ec40b8c572649eb050e1d178845a6d0c979efa042c83b,17050009
eval_50287_high,eval_50287_high,high,train,hist32,0.65,0.0,0.5,0.0,0.06250857216562829,blue,red,0.06254686397105506,0.04355024699426705,0.018996616976788012,True,True,source:eval_50287_high_aligned.mp4,source:eval_50287_high_conflict.mp4,43cf8d08435bf80ba3f4b809ed01a539dbf35fbbd7c87447ba70e3e9ccd3e6a0,0df40b7888b08ed8c418bf3eb432309cd33b47c23fca33bb9234f1748dd3fb40,17050287
