sample_id,physical_state_id,history_regime,history_band,cue_u,omega_true,omega_hat,frequency_valid,appearance_r,appearance_g,appearance_b,appearance_hex,appearance_alpha_hat,color_valid,checkpoint_sha256,test_manifest_id,prediction_source
sample_4438adfb28107fb84804,traj_229cd6744bff31ff6f50,short,high,0.1,6.074347181570332,2.8933750000000003,True,229.5,52.0,51.0,#E63433,0.028411450402812767,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4438adfb28107fb84804.mp4
sample_4491acd4c4b3b7e2ea41,traj_63e329801c38f7515f8e,short,high,1.0,5.999338493835658,5.326875,True,48.0,96.0,233.0,#3060E9,0.996484039755267,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4491acd4c4b3b7e2ea41.mp4
sample_4509d3d6be6b46b5ccc4,traj_756b72b778708110ad1c,short,high,0.2,5.654600303993817,2.81975,True,216.0,54.0,57.0,#D83639,0.07515365023116746,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4509d3d6be6b46b5ccc4.mp4
sample_455b7310754edef01d0c,traj_c2cefeccd5d93829fddc,short,high,0.3,6.347506586628662,2.7965,True,206.0,58.0,65.0,#CE3A41,0.12734281996622465,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_455b7310754edef01d0c.mp4
sample_458d23733082d41eef2b,traj_871cbee07a2918016676,short,high,0.5,5.571166399541729,5.90425,True,126.0,93.0,144.0,#7E5D90,0.5649103014866698,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_458d23733082d41eef2b.mp4
sample_464c5a39a9f7bf377930,traj_393c26308a5bd7baf70a,short,high,0.7,5.2896349346770934,5.60975,True,66.0,93.0,211.0,#425DD3,0.8938013897732621,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_464c5a39a9f7bf377930.mp4
sample_4678be7fa9971c0328fb,traj_5a106015371346dbb37b,short,high,1.0,5.404043329184993,5.22225,True,48.0,97.0,234.0,#3061EA,0.997411478087539,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4678be7fa9971c0328fb.mp4
sample_468b7007de497ebc5cc8,traj_c08591e32515903cacf5,short,high,0.3,5.37580462430422,2.8120000000000003,True,201.0,60.0,69.0,#C93C45,0.14745577364967746,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_468b7007de497ebc5cc8.mp4
sample_469ffce8bf1b79389414,traj_7dcd33b193f8b22f58ac,short,high,0.7,6.181430467577662,6.1135,True,62.0,95.0,219.0,#3E5FDB,0.922974170150328,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_469ffce8bf1b79389414.mp4
sample_46efb9187fbcf128cc00,traj_63e743a4c4c376036ba7,short,high,0.7,6.213176204714653,5.280375,True,69.0,97.0,215.0,#4561D7,0.8926109465407934,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_46efb9187fbcf128cc00.mp4
sample_4700c4f5e5bbd83ffa3c,traj_4c8a113a25d56850ac34,short,high,0.2,5.604429524916645,2.955375,True,218.0,53.0,57.0,#DA3539,0.07134007917831732,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4700c4f5e5bbd83ffa3c.mp4
sample_4905b25d84bc1a9d4654,traj_afa57b48a28b77b8eaa7,short,high,0.6,6.257884545816158,5.85775,True,84.0,93.0,192.0,#545DC0,0.7928490351872872,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4905b25d84bc1a9d4654.mp4
sample_4a2998d27ac01fad45ff,traj_a35f8c5bb7a95626daaf,short,high,0.4,5.672210866567194,3.009625,True,181.0,68.0,83.25,#B54453,0.23849007502560837,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4a2998d27ac01fad45ff.mp4
sample_4a81474afd2b73340d01,traj_95cec264e61f2948f701,short,high,0.3,5.2620921596157455,2.753875,True,211.0,57.0,64.0,#D33940,0.10952077738711552,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4a81474afd2b73340d01.mp4
sample_4b0f5878349c7a12d229,traj_d0bb39840d7f6435fe98,short,high,0.2,6.179164578194396,2.843,True,216.0,54.5,56.75,#D83639,0.07873882229174164,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4b0f5878349c7a12d229.mp4
sample_4b74e6fe401e5ae77fe3,traj_f5f815642c47507f2559,short,high,0.2,5.817883656940131,2.63375,True,223.0,55.0,59.0,#DF373B,0.06317308490905568,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4b74e6fe401e5ae77fe3.mp4
sample_4b8e028cd15acf360061,traj_6c7c5296f8c93f688177,short,high,1.0,5.637553442585289,5.687250000000001,True,46.0,95.0,229.0,#2E5FE5,0.9889814789180809,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4b8e028cd15acf360061.mp4
sample_4be782cce3bd77310075,traj_178d3e4ed8c0b2e297b5,short,high,0.3,6.322305161121858,2.95925,True,205.0,61.0,70.0,#CD3D46,0.14227872982475567,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4be782cce3bd77310075.mp4
sample_4c747b717f752788c49a,traj_5b98db566bd803b665eb,short,high,0.2,5.552428214256782,2.99025,True,213.25,56.0,59.0,#D5383B,0.0911035131917721,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4c747b717f752788c49a.mp4
sample_4ce780c4e0274622ac9e,traj_7f539cc2424eb56cadad,short,high,0.5,6.246788519498111,4.931625,True,122.25,92.0,143.0,#7A5C8F,0.5686442789513025,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4ce780c4e0274622ac9e.mp4
sample_4d395f160b7ecc0ea27d,traj_f5f815642c47507f2559,short,high,0.6,5.817883656940131,5.3385,True,82.0,96.0,200.0,#5260C8,0.822073724426234,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4d395f160b7ecc0ea27d.mp4
sample_4d407f8801a00f58bc5b,traj_8100f18e3538c69e887d,short,high,0.1,5.443622043332252,2.781,True,225.0,53.0,53.0,#E13535,0.041187951607098365,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4d407f8801a00f58bc5b.mp4
sample_4d4c4854da9e933b82d8,traj_14ca7092166f2bfad503,short,high,1.0,5.581788740443153,5.954625,True,48.0,96.0,231.0,#3060E7,0.9870573904376955,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4d4c4854da9e933b82d8.mp4
sample_4d68862b36e45413d12e,traj_b0ccb16847295a2d4a6d,short,high,0.0,5.672613856242564,3.025125,True,230.5,52.0,48.0,#E63430,0.012295479084189253,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4d68862b36e45413d12e.mp4
sample_4e071095e099b768711f,traj_63e743a4c4c376036ba7,short,high,0.4,6.213176204714653,2.99025,True,184.0,67.0,82.0,#B84352,0.2329462085767282,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4e071095e099b768711f.mp4
sample_4e24e467990f0c785682,traj_f831333432c171bba5f2,short,high,0.2,6.1265475093502655,2.843,True,211.75,53.0,57.0,#D43539,0.08970543451177986,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4e24e467990f0c785682.mp4
sample_4e353d4db0f32310d2c5,traj_afa57b48a28b77b8eaa7,short,high,0.0,6.257884545816158,2.8236250000000003,True,226.0,51.0,49.0,#E23331,0.02885786661498851,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4e353d4db0f32310d2c5.mp4
sample_4e3b2dec96d4338fb13a,traj_229cd6744bff31ff6f50,short,high,0.8,6.074347181570332,6.171625000000001,True,55.0,96.0,227.0,#3760E3,0.9624318263613965,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4e3b2dec96d4338fb13a.mp4
sample_4e782db6ace32941cf7e,traj_871cbee07a2918016676,short,high,0.4,5.571166399541729,3.056125,True,180.5,70.0,88.5,#B44658,0.26860759668890677,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4e782db6ace32941cf7e.mp4
sample_4ea1c2cd243122628bba,traj_ea143642a5b67ada76d4,short,high,0.5,5.628618779681624,5.881,True,129.75,89.5,132.0,#825A84,0.5151954541679356,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4ea1c2cd243122628bba.mp4
sample_4eb41a3c9bbe5b51e541,traj_eefa797f3aa23860df47,short,high,0.5,5.898908278021295,3.11425,True,126.75,89.0,132.0,#7F5984,0.522313889427203,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4eb41a3c9bbe5b51e541.mp4
sample_4ee92f48a12a61e12608,traj_b0ccb16847295a2d4a6d,short,high,0.3,5.672613856242564,3.048375,True,205.0,60.0,67.0,#CD3C43,0.13185543035907088,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4ee92f48a12a61e12608.mp4
sample_4f2131b7606e54bfd017,traj_bd875a2d95da8b6d2d70,short,high,0.8,6.2263995909609955,6.15225,True,55.0,97.0,230.0,#3761E6,0.969899781290662,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4f2131b7606e54bfd017.mp4
sample_4fac835ea681e4c70974,traj_3c5cebfdbe513cd9afea,short,high,0.0,5.388094914100128,2.7422500000000003,True,228.0,50.0,48.0,#E43230,0.01911630353533955,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4fac835ea681e4c70974.mp4
sample_4fd356b1626d3c6e01dd,traj_393c26308a5bd7baf70a,short,high,0.5,5.2896349346770934,2.89725,True,127.0,90.0,134.0,#7F5A86,0.5320381495528916,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4fd356b1626d3c6e01dd.mp4
sample_4fda89782224744bca4e,traj_f5f815642c47507f2559,short,high,0.8,5.817883656940131,5.536125,True,57.0,97.0,226.0,#3961E2,0.9559951274881647,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_4fda89782224744bca4e.mp4
sample_50ac3a67198e9539da18,traj_baec71927206fa6445d0,short,high,0.0,5.8812336428838154,2.998,True,227.0,49.75,50.0,#E33232,0.02721408598876,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_50ac3a67198e9539da18.mp4
sample_511f3558fb3d0771e73b,traj_f831333432c171bba5f2,short,high,0.3,6.1265475093502655,2.86625,True,199.0,57.0,66.0,#C73942,0.14756997314581544,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_511f3558fb3d0771e73b.mp4
sample_517a0e27853903ef0b6b,traj_b5f8b3ffbacee607d6d2,short,high,0.7,5.907696221496585,5.88875,True,65.0,96.0,219.0,#4160DB,0.9126546884084051,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_517a0e27853903ef0b6b.mp4
sample_51c3b85e47209bc8aac6,traj_1724cd39bd03459f4366,short,high,1.0,6.047519334997407,5.474125,True,47.0,95.5,234.0,#2F60EA,1.0042149995847292,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_51c3b85e47209bc8aac6.mp4
sample_52af5efe7ef6c759b55f,traj_6141f4930d9ea7b192e3,short,high,0.3,5.761013976082886,2.9941250000000004,True,205.0,58.0,66.0,#CD3A42,0.13155781955095375,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_52af5efe7ef6c759b55f.mp4
sample_531171e4d1677e54c712,traj_95cec264e61f2948f701,short,high,0.6,5.2620921596157455,5.571,True,87.0,95.0,191.0,#575FBF,0.7841560311176324,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_531171e4d1677e54c712.mp4
sample_535b718121240f20f7ba,traj_add0c4f7c94222a646c9,short,high,0.7,6.377800347286929,5.908125,True,61.0,93.0,219.0,#3D5DDB,0.9232371750505246,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_535b718121240f20f7ba.mp4
sample_538e59d6a93aeca8ff4e,traj_756b72b778708110ad1c,short,high,0.6,5.654600303993817,5.3656250000000005,True,87.0,95.0,191.0,#575FBF,0.7854502920738629,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_538e59d6a93aeca8ff4e.mp4
sample_53909742258fd3d75fec,traj_c53c51af57337807e3d5,short,high,0.7,5.9033108834179915,5.9662500000000005,True,68.0,95.0,211.0,#445FD3,0.8886935577641815,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_53909742258fd3d75fec.mp4
sample_54103009f0c7f86c50bb,traj_9f100cec57889fb2136c,short,high,0.7,5.251859925897098,5.31525,True,64.0,94.0,212.0,#405ED4,0.897770687411755,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_54103009f0c7f86c50bb.mp4
sample_5410eec8dec8482250a1,traj_8100f18e3538c69e887d,short,high,0.8,5.443622043332252,5.977875,True,56.0,97.0,230.0,#3861E6,0.9670136485700839,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_5410eec8dec8482250a1.mp4
sample_54886c65ca9216e75b4f,traj_28a12d3978aea1805638,short,high,0.5,6.207428472696575,6.225875,True,117.0,90.0,142.0,#755A8E,0.5811854599817281,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_54886c65ca9216e75b4f.mp4
sample_555a78d9faa898e36e51,traj_756b72b778708110ad1c,short,high,0.3,5.654600303993817,2.746125,True,203.0,58.25,66.0,#CB3A42,0.1359043215857811,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_555a78d9faa898e36e51.mp4
sample_573022057d15277c5d8d,traj_5b98db566bd803b665eb,short,high,0.0,5.552428214256782,2.8585000000000003,True,228.5,49.0,47.0,#E4312F,0.017839345533069408,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_573022057d15277c5d8d.mp4
sample_5750eec85bbe0a93943f,traj_5fd74d0f6e1919e2ba64,short,high,0.9,6.019998350047986,5.3888750000000005,True,51.0,94.0,225.0,#335EE1,0.9702666039146203,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_5750eec85bbe0a93943f.mp4
sample_5861c47a3669d482932e,traj_4988c8e137e14fbdb616,short,high,0.2,5.755549730455171,2.753875,True,221.0,53.0,57.0,#DD3539,0.06481686553528418,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_5861c47a3669d482932e.mp4
sample_58815aeaa139627adebf,traj_d54f9f971d4561ba6128,short,high,0.5,5.629647106683609,5.760875,True,122.0,89.0,138.0,#7A598A,0.5542516818471249,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_58815aeaa139627adebf.mp4
sample_5892d2e70b1e7c642f5f,traj_b0ccb16847295a2d4a6d,short,high,0.6,5.672613856242564,5.48575,True,89.0,95.0,189.5,#595FBE,0.7789789872927106,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_5892d2e70b1e7c642f5f.mp4
sample_58b89e4e155dff43f086,traj_bbfb5ec1785f1f232174,short,high,0.5,6.085558344940545,3.164625,True,133.5,87.0,127.75,#865780,0.5003633620331663,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_58b89e4e155dff43f086.mp4
sample_58c3398e1826efd55427,traj_178d3e4ed8c0b2e297b5,short,high,0.7,6.322305161121858,5.350125,True,66.0,96.0,218.0,#4260DA,0.9103810802580217,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_58c3398e1826efd55427.mp4
sample_59cb19556616c4e2fb55,traj_cdd84b48844dfb668741,short,high,0.5,5.369242258389175,6.032125,True,114.0,91.75,147.75,#725C94,0.6009315910412225,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_59cb19556616c4e2fb55.mp4
sample_5a41e306390ad40b497b,traj_cc1602bc0944605de218,short,high,0.0,5.274910193827455,2.80425,True,233.0,51.0,49.25,#E93331,0.009724260125688658,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_5a41e306390ad40b497b.mp4
sample_5a447f2fbe4d9d15e352,traj_3c5cebfdbe513cd9afea,short,high,0.9,5.388094914100128,5.5051250000000005,True,51.0,97.0,231.25,#3361E7,0.9864621688214612,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__high_frequency_circle_11color_64states_0d57ec1800e8,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/high_frequency_11color_64states/prediction/predictions/sample_5a447f2fbe4d9d15e352.mp4
