accepted_index,aligned_color,aligned_shape,aligned_video,amplitude_true,base_seed,candidate_id,conflict_color,conflict_shape,conflict_video,diffusion_repeat,direction,generation_seed,omega_true,phase,phase_index,receiver_id,split,target,target_label,test_manifest_id,theta_star,training_manifest_id
11,red,circle,data/pendulum/strict_bank_128/videos/B/B_028_aligned.mp4,0.12376165215491203,60000028,B_028,blue,circle,data/pendulum/strict_bank_128/videos/B/B_028_conflict.mp4,0,B,83000028,2.650846162394123,3.0384521853378583,28,B_028,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,0.06209365496678387,frequency_color_circle__train_e273989068c3
12,red,circle,data/pendulum/strict_bank_128/videos/B/B_029_aligned.mp4,0.10452182818674714,60000029,B_029,blue,circle,data/pendulum/strict_bank_128/videos/B/B_029_conflict.mp4,0,B,83000029,2.489448063144464,6.096914337396846,29,B_029,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,0.007729517900738399,frequency_color_circle__train_e273989068c3
13,red,circle,data/pendulum/strict_bank_128/videos/B/B_034_aligned.mp4,0.1624197437342479,60000034,B_034,blue,circle,data/pendulum/strict_bank_128/videos/B/B_034_conflict.mp4,0,B,83000034,2.414988156630852,3.6096783923147124,34,B_034,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,0.05448115372941361,frequency_color_circle__train_e273989068c3
14,red,circle,data/pendulum/strict_bank_128/videos/B/B_036_aligned.mp4,0.13118667817826227,60000036,B_036,blue,circle,data/pendulum/strict_bank_128/videos/B/B_036_conflict.mp4,0,B,83000036,2.731069043608804,1.9638332609952012,36,B_036,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.03780467673170281,frequency_color_circle__train_e273989068c3
15,red,circle,data/pendulum/strict_bank_128/videos/B/B_038_aligned.mp4,0.15557319958325233,60000038,B_038,blue,circle,data/pendulum/strict_bank_128/videos/B/B_038_conflict.mp4,0,B,83000038,2.56154590342986,5.134600724546437,38,B_038,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,0.11220868957130979,frequency_color_circle__train_e273989068c3
16,red,circle,data/pendulum/strict_bank_128/videos/B/B_039_aligned.mp4,0.15678982890362472,60000039,B_039,blue,circle,data/pendulum/strict_bank_128/videos/B/B_039_conflict.mp4,0,B,83000039,2.8954136045136583,5.694926401241229,39,B_039,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.11496545780195223,frequency_color_circle__train_e273989068c3
17,red,circle,data/pendulum/strict_bank_128/videos/B/B_040_aligned.mp4,0.10009153492463484,60000040,B_040,blue,circle,data/pendulum/strict_bank_128/videos/B/B_040_conflict.mp4,0,B,83000040,2.4432154764586125,3.1075760568623187,40,B_040,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.006971601993465108,frequency_color_circle__train_e273989068c3
18,red,circle,data/pendulum/strict_bank_128/videos/B/B_044_aligned.mp4,0.1338581810187553,60000044,B_044,blue,circle,data/pendulum/strict_bank_128/videos/B/B_044_conflict.mp4,0,B,83000044,2.7091293803228433,5.20750174604935,44,B_044,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,0.034470695583576176,frequency_color_circle__train_e273989068c3
19,red,circle,data/pendulum/strict_bank_128/videos/B/B_045_aligned.mp4,0.1614828653247955,60000045,B_045,blue,circle,data/pendulum/strict_bank_128/videos/B/B_045_conflict.mp4,0,B,83000045,2.8532198507844835,5.704760483905642,45,B_045,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.10377015701865017,frequency_color_circle__train_e273989068c3
20,red,circle,data/pendulum/strict_bank_128/videos/B/B_048_aligned.mp4,0.15595764644904136,60000048,B_048,blue,circle,data/pendulum/strict_bank_128/videos/B/B_048_conflict.mp4,0,B,83000048,2.8166734608036035,1.6890929040172264,48,B_048,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.045063430006361704,frequency_color_circle__train_e273989068c3
21,red,circle,data/pendulum/strict_bank_128/videos/B/B_049_aligned.mp4,0.10634838758452013,60000049,B_049,blue,circle,data/pendulum/strict_bank_128/videos/B/B_049_conflict.mp4,0,B,83000049,2.8278699058695542,2.5590518080843307,49,B_049,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,0.06115528849113069,frequency_color_circle__train_e273989068c3
22,red,circle,data/pendulum/strict_bank_128/videos/B/B_055_aligned.mp4,0.10002611316821873,60000055,B_055,blue,circle,data/pendulum/strict_bank_128/videos/B/B_055_conflict.mp4,0,B,83000055,2.6185014441190453,5.8538298091374426,55,B_055,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.009574570610722935,frequency_color_circle__train_e273989068c3
23,red,circle,data/pendulum/strict_bank_128/videos/B/B_060_aligned.mp4,0.10072020949618155,60000060,B_060,blue,circle,data/pendulum/strict_bank_128/videos/B/B_060_conflict.mp4,0,B,83000060,2.584838947290835,0.4452524378091769,60,B_060,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.07651084137623919,frequency_color_circle__train_e273989068c3
24,red,circle,data/pendulum/strict_bank_128/videos/B/B_063_aligned.mp4,0.16038648983171044,60000063,B_063,blue,circle,data/pendulum/strict_bank_128/videos/B/B_063_conflict.mp4,0,B,83000063,2.248179295764967,5.028934977504161,63,B_063,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,0.15102983932235273,frequency_color_circle__train_e273989068c3
25,red,circle,data/pendulum/strict_bank_128/videos/B/B_064_aligned.mp4,0.14328863696526678,60000064,B_064,blue,circle,data/pendulum/strict_bank_128/videos/B/B_064_conflict.mp4,0,B,83000064,2.936350102027272,2.206922793198537,64,B_064,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,0.08181138780841934,frequency_color_circle__train_e273989068c3
26,red,circle,data/pendulum/strict_bank_128/videos/B/B_066_aligned.mp4,0.13173915110589698,60000066,B_066,blue,circle,data/pendulum/strict_bank_128/videos/B/B_066_conflict.mp4,0,B,83000066,2.21947477805641,2.062576889497162,66,B_066,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.1273153982410893,frequency_color_circle__train_e273989068c3
27,red,circle,data/pendulum/strict_bank_128/videos/B/B_067_aligned.mp4,0.1343583343294285,60000067,B_067,blue,circle,data/pendulum/strict_bank_128/videos/B/B_067_conflict.mp4,0,B,83000067,2.4877500518830167,3.731575916410798,67,B_067,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,0.08622691638859571,frequency_color_circle__train_e273989068c3
28,red,circle,data/pendulum/strict_bank_128/videos/B/B_073_aligned.mp4,0.1369691851747096,60000073,B_073,blue,circle,data/pendulum/strict_bank_128/videos/B/B_073_conflict.mp4,0,B,83000073,2.3986823604268794,0.12611305860630923,73,B_073,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,0.007130817863414018,frequency_color_circle__train_e273989068c3
29,red,circle,data/pendulum/strict_bank_128/videos/B/B_076_aligned.mp4,0.13264486995799313,60000076,B_076,blue,circle,data/pendulum/strict_bank_128/videos/B/B_076_conflict.mp4,0,B,83000076,2.226639061628924,2.7182087672802018,76,B_076,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.12118807978220451,frequency_color_circle__train_e273989068c3
30,red,circle,data/pendulum/strict_bank_128/videos/B/B_080_aligned.mp4,0.1280186830322128,60000080,B_080,blue,circle,data/pendulum/strict_bank_128/videos/B/B_080_conflict.mp4,0,B,83000080,2.4978698351711848,2.975423719960565,80,B_080,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.0034518735777547783,frequency_color_circle__train_e273989068c3
31,red,circle,data/pendulum/strict_bank_128/videos/B/B_081_aligned.mp4,0.16545206989235156,60000081,B_081,blue,circle,data/pendulum/strict_bank_128/videos/B/B_081_conflict.mp4,0,B,83000081,2.2155251585953493,2.3477783122065246,81,B_081,fit,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.1654387673781065,frequency_color_circle__train_e273989068c3
32,red,circle,data/pendulum/strict_bank_128/videos/B/B_082_aligned.mp4,0.10208540705170294,60000082,B_082,blue,circle,data/pendulum/strict_bank_128/videos/B/B_082_conflict.mp4,0,B,83000082,2.39937209860666,1.3514347124413009,82,B_082,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.0942106254741089,frequency_color_circle__train_e273989068c3
33,red,circle,data/pendulum/strict_bank_128/videos/B/B_083_aligned.mp4,0.11710683475303174,60000083,B_083,blue,circle,data/pendulum/strict_bank_128/videos/B/B_083_conflict.mp4,0,B,83000083,2.5343902347035714,4.7215618773240715,83,B_083,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.11301156320925304,frequency_color_circle__train_e273989068c3
34,red,circle,data/pendulum/strict_bank_128/videos/B/B_087_aligned.mp4,0.1689106011845954,60000087,B_087,blue,circle,data/pendulum/strict_bank_128/videos/B/B_087_conflict.mp4,0,B,83000087,2.8680314526063624,1.5722734105577083,87,B_087,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.04106868461297747,frequency_color_circle__train_e273989068c3
35,red,circle,data/pendulum/strict_bank_128/videos/B/B_089_aligned.mp4,0.158049199622615,60000089,B_089,blue,circle,data/pendulum/strict_bank_128/videos/B/B_089_conflict.mp4,0,B,83000089,2.810140205454177,2.37049963186684,89,B_089,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.05676588270765739,frequency_color_circle__train_e273989068c3
36,red,circle,data/pendulum/strict_bank_128/videos/B/B_090_aligned.mp4,0.12886364229091996,60000090,B_090,blue,circle,data/pendulum/strict_bank_128/videos/B/B_090_conflict.mp4,0,B,83000090,2.5216567690953378,0.8644763229191241,90,B_090,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.11363992388012165,frequency_color_circle__train_e273989068c3
37,red,circle,data/pendulum/strict_bank_128/videos/B/B_096_aligned.mp4,0.10900169454228523,60000096,B_096,blue,circle,data/pendulum/strict_bank_128/videos/B/B_096_conflict.mp4,0,B,83000096,2.8372506147135312,2.1554899646073244,96,B_096,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.025816557382714895,frequency_color_circle__train_e273989068c3
38,red,circle,data/pendulum/strict_bank_128/videos/B/B_100_aligned.mp4,0.11792625402810411,60000100,B_100,blue,circle,data/pendulum/strict_bank_128/videos/B/B_100_conflict.mp4,0,B,83000100,2.4744772520058165,0.27796658853356027,100,B_100,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.03958383390469233,frequency_color_circle__train_e273989068c3
39,red,circle,data/pendulum/strict_bank_128/videos/B/B_101_aligned.mp4,0.14636915798580674,60000101,B_101,blue,circle,data/pendulum/strict_bank_128/videos/B/B_101_conflict.mp4,0,B,83000101,2.731235910241782,1.6025696308449795,101,B_101,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.08893557475564043,frequency_color_circle__train_e273989068c3
40,red,circle,data/pendulum/strict_bank_128/videos/B/B_104_aligned.mp4,0.12334428066565827,60000104,B_104,blue,circle,data/pendulum/strict_bank_128/videos/B/B_104_conflict.mp4,0,B,83000104,2.315007687234768,3.6019316312693244,104,B_104,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.0017738692434412279,frequency_color_circle__train_e273989068c3
41,red,circle,data/pendulum/strict_bank_128/videos/B/B_105_aligned.mp4,0.1167606766480621,60000105,B_105,blue,circle,data/pendulum/strict_bank_128/videos/B/B_105_conflict.mp4,0,B,83000105,2.528108464199357,4.959053382976133,105,B_105,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.10342397384438654,frequency_color_circle__train_e273989068c3
42,red,circle,data/pendulum/strict_bank_128/videos/B/B_106_aligned.mp4,0.14112217602810606,60000106,B_106,blue,circle,data/pendulum/strict_bank_128/videos/B/B_106_conflict.mp4,0,B,83000106,2.6288195125030325,5.400581126526493,106,B_106,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.044976402761306614,frequency_color_circle__train_e273989068c3
43,red,circle,data/pendulum/strict_bank_128/videos/B/B_108_aligned.mp4,0.1691864333934199,60000108,B_108,blue,circle,data/pendulum/strict_bank_128/videos/B/B_108_conflict.mp4,0,B,83000108,2.759466995485308,2.8521142655825424,108,B_108,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.10727985060959475,frequency_color_circle__train_e273989068c3
44,red,circle,data/pendulum/strict_bank_128/videos/B/B_113_aligned.mp4,0.10067879607217838,60000113,B_113,blue,circle,data/pendulum/strict_bank_128/videos/B/B_113_conflict.mp4,0,B,83000113,2.4208730051383305,3.3931685878106475,113,B_113,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.014486344018786014,frequency_color_circle__train_e273989068c3
45,red,circle,data/pendulum/strict_bank_128/videos/B/B_116_aligned.mp4,0.15700073894728628,60000116,B_116,blue,circle,data/pendulum/strict_bank_128/videos/B/B_116_conflict.mp4,0,B,83000116,2.3103382829431536,5.389360957082985,116,B_116,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.1533499917538559,frequency_color_circle__train_e273989068c3
46,red,circle,data/pendulum/strict_bank_128/videos/B/B_120_aligned.mp4,0.13394628425937694,60000120,B_120,blue,circle,data/pendulum/strict_bank_128/videos/B/B_120_conflict.mp4,0,B,83000120,2.7228395013924502,3.7446951403589823,120,B_120,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.1331573403915274,frequency_color_circle__train_e273989068c3
47,red,circle,data/pendulum/strict_bank_128/videos/B/B_121_aligned.mp4,0.16422909860638807,60000121,B_121,blue,circle,data/pendulum/strict_bank_128/videos/B/B_121_conflict.mp4,0,B,83000121,2.944527256753111,4.116791921240822,121,B_121,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.09244422127039371,frequency_color_circle__train_e273989068c3
48,red,circle,data/pendulum/strict_bank_128/videos/B/B_123_aligned.mp4,0.16824403786465567,60000123,B_123,blue,circle,data/pendulum/strict_bank_128/videos/B/B_123_conflict.mp4,0,B,83000123,2.791628904256377,4.555880404030837,123,B_123,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.10156086029353416,frequency_color_circle__train_e273989068c3
49,red,circle,data/pendulum/strict_bank_128/videos/B/B_125_aligned.mp4,0.1438870573700297,60000125,B_125,blue,circle,data/pendulum/strict_bank_128/videos/B/B_125_conflict.mp4,0,B,83000125,2.215753623285525,1.1818332599394707,125,B_125,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.05844318231638851,frequency_color_circle__train_e273989068c3
50,red,circle,data/pendulum/strict_bank_128/videos/B/B_130_aligned.mp4,0.15806293396028048,60000130,B_130,blue,circle,data/pendulum/strict_bank_128/videos/B/B_130_conflict.mp4,0,B,83000130,2.7112066042628182,5.56487098699849,130,B_130,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.016340568732270255,frequency_color_circle__train_e273989068c3
51,red,circle,data/pendulum/strict_bank_128/videos/B/B_134_aligned.mp4,0.11231341428935109,60000134,B_134,blue,circle,data/pendulum/strict_bank_128/videos/B/B_134_conflict.mp4,0,B,83000134,2.436730943935343,3.3469383578866996,134,B_134,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.016662082582140934,frequency_color_circle__train_e273989068c3
52,red,circle,data/pendulum/strict_bank_128/videos/B/B_136_aligned.mp4,0.14422359568067625,60000136,B_136,blue,circle,data/pendulum/strict_bank_128/videos/B/B_136_conflict.mp4,0,B,83000136,2.8177325607584276,3.9778327153877124,136,B_136,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.13120194001279856,frequency_color_circle__train_e273989068c3
53,red,circle,data/pendulum/strict_bank_128/videos/B/B_137_aligned.mp4,0.10758220655950096,60000137,B_137,blue,circle,data/pendulum/strict_bank_128/videos/B/B_137_conflict.mp4,0,B,83000137,2.595599777265887,0.5375816386864225,137,B_137,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.0899131332855921,frequency_color_circle__train_e273989068c3
54,red,circle,data/pendulum/strict_bank_128/videos/B/B_144_aligned.mp4,0.15608654240264885,60000144,B_144,blue,circle,data/pendulum/strict_bank_128/videos/B/B_144_conflict.mp4,0,B,83000144,2.6591283962747805,6.278740170852482,144,B_144,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.09455885492879267,frequency_color_circle__train_e273989068c3
55,red,circle,data/pendulum/strict_bank_128/videos/B/B_148_aligned.mp4,0.154628561262117,60000148,B_148,blue,circle,data/pendulum/strict_bank_128/videos/B/B_148_conflict.mp4,0,B,83000148,2.591328001939601,3.093875010716846,148,B_148,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.0588666853832792,frequency_color_circle__train_e273989068c3
56,red,circle,data/pendulum/strict_bank_128/videos/B/B_149_aligned.mp4,0.10216275978211739,60000149,B_149,blue,circle,data/pendulum/strict_bank_128/videos/B/B_149_conflict.mp4,0,B,83000149,2.4342384030001014,0.15497146843148635,149,B_149,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.00923847850058372,frequency_color_circle__train_e273989068c3
57,red,circle,data/pendulum/strict_bank_128/videos/B/B_150_aligned.mp4,0.15469630737478138,60000150,B_150,blue,circle,data/pendulum/strict_bank_128/videos/B/B_150_conflict.mp4,0,B,83000150,2.8798234353759016,5.516689881476104,150,B_150,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.0867032452956341,frequency_color_circle__train_e273989068c3
58,red,circle,data/pendulum/strict_bank_128/videos/B/B_152_aligned.mp4,0.11314288126758032,60000152,B_152,blue,circle,data/pendulum/strict_bank_128/videos/B/B_152_conflict.mp4,0,B,83000152,2.4892875209756546,4.507662809390115,152,B_152,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.11265407626057557,frequency_color_circle__train_e273989068c3
59,red,circle,data/pendulum/strict_bank_128/videos/B/B_153_aligned.mp4,0.15588930759476352,60000153,B_153,blue,circle,data/pendulum/strict_bank_128/videos/B/B_153_conflict.mp4,0,B,83000153,2.607604136492806,1.963828225645499,153,B_153,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.09891795538278329,frequency_color_circle__train_e273989068c3
60,red,circle,data/pendulum/strict_bank_128/videos/B/B_155_aligned.mp4,0.1030661782114948,60000155,B_155,blue,circle,data/pendulum/strict_bank_128/videos/B/B_155_conflict.mp4,0,B,83000155,2.646018186920384,5.5479190355747665,155,B_155,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.012541851929835401,frequency_color_circle__train_e273989068c3
61,red,circle,data/pendulum/strict_bank_128/videos/B/B_158_aligned.mp4,0.10346842275254996,60000158,B_158,blue,circle,data/pendulum/strict_bank_128/videos/B/B_158_conflict.mp4,0,B,83000158,2.271066866933851,0.8303241566092573,158,B_158,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,-0.02497207990129837,frequency_color_circle__train_e273989068c3
62,red,circle,data/pendulum/strict_bank_128/videos/B/B_161_aligned.mp4,0.10740514250859319,60000161,B_161,blue,circle,data/pendulum/strict_bank_128/videos/B/B_161_conflict.mp4,0,B,83000161,2.794532473648764,2.2022011439388502,161,B_161,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.015958106638018024,frequency_color_circle__train_e273989068c3
63,red,circle,data/pendulum/strict_bank_128/videos/B/B_163_aligned.mp4,0.13999025904144086,60000163,B_163,blue,circle,data/pendulum/strict_bank_128/videos/B/B_163_conflict.mp4,0,B,83000163,2.7638546641520394,5.094198707674718,163,B_163,heldout,frequency,low,frequency_color_circle__strict_bank_128_v1,0.027624235358685686,frequency_color_circle__train_e273989068c3
